10277;MORGK;2;09/08/2006;06/09/2006;13/08/2006;3;125770;Leipzig       ;Alemanha   
10278;BERGS;8;12/08/2006;09/09/2006;16/08/2006;2;092690;Lulea         ;Suecia     
10279;LEHMS;8;13/08/2006;10/09/2006;16/08/2006;2;025830;Frankfurt a.M.;Alemanha   
10280;BERGS;2;14/08/2006;11/09/2006;12/09/2006;1;008980;Lulea         ;Suecia     
10281;ROMEY;4;14/08/2006;28/08/2006;21/08/2006;1;002940;Madrid        ;Espanha    
10282;ROMEY;4;15/08/2006;12/09/2006;21/08/2006;1;012690;Madrid        ;Espanha    
10283;LILAS;3;16/08/2006;13/09/2006;23/08/2006;3;084810;Barquisimeto  ;Venezuela  
10284;LEHMS;4;19/08/2006;16/09/2006;27/08/2006;1;076560;Frankfurt a.M.;Alemanha   
10285;QUICK;1;20/08/2006;17/09/2006;26/08/2006;2;076830;Cunewalde     ;Alemanha   
10286;QUICK;8;21/08/2006;18/09/2006;30/08/2006;3;229240;Cunewalde     ;Alemanha   
10287;RICAR;8;22/08/2006;19/09/2006;28/08/2006;3;012760;Rio de Janeiro;Brasil     
10288;REGGC;4;23/08/2006;20/09/2006;03/09/2006;1;007450;Reggio Emilia ;Italia     
10289;BSBEV;7;26/08/2006;23/09/2006;28/08/2006;3;022770;London        ;Reino Unido
10290;COMMI;8;27/08/2006;24/09/2006;03/09/2006;1;079700;Sao Paulo     ;Brasil     
10291;QUEDE;6;27/08/2006;24/09/2006;04/09/2006;2;006400;Rio de Janeiro;Brasil     
10292;TRADH;1;28/08/2006;25/09/2006;02/09/2006;2;001350;Sao Paulo     ;Brasil     
10293;TORTU;1;29/08/2006;26/09/2006;11/09/2006;3;021180;Mexico D.F.   ;Mexico     
10294;RATTC;4;30/08/2006;27/09/2006;05/09/2006;2;147260;Albuquerque   ;EUA        
10295;VINET;2;02/09/2006;30/09/2006;10/09/2006;2;001150;Reims         ;Franca     
10296;LILAS;6;03/09/2006;01/10/2006;11/09/2006;1;000120;Barquisimeto  ;Venezuela  
10297;BLONP;5;04/09/2006;16/10/2006;10/09/2006;2;005740;Strasbourg    ;Franca     
10298;HUNGO;6;05/09/2006;03/10/2006;11/09/2006;2;168220;Cork          ;Irlanda    
10299;RICAR;4;06/09/2006;04/10/2006;13/09/2006;2;029760;Rio de Janeiro;Brasil     
10300;MAGAA;2;09/09/2006;07/10/2006;18/09/2006;2;017680;Bergamo       ;Italia     
10301;WANDK;8;09/09/2006;07/10/2006;17/09/2006;2;045080;Stuttgart     ;Alemanha   
10302;SUPRD;4;10/09/2006;08/10/2006;09/10/2006;2;006270;Charleroi     ;Belgica    
10303;GODOS;7;11/09/2006;09/10/2006;18/09/2006;2;107830;Sevilla       ;Espanha    
10304;TORTU;1;12/09/2006;10/10/2006;17/09/2006;2;063790;Mexico D.F.   ;Mexico     
10305;OLDWO;8;13/09/2006;11/10/2006;09/10/2006;3;257620;Anchorage     ;EUA        
10306;ROMEY;1;16/09/2006;14/10/2006;23/09/2006;3;007560;Madrid        ;Espanha    
10307;LONEP;2;17/09/2006;15/10/2006;25/09/2006;2;000560;Portland      ;EUA        
10308;ANATR;7;18/09/2006;16/10/2006;24/09/2006;3;001610;Mexico D.F.   ;Mexico     
10309;HUNGO;3;19/09/2006;17/10/2006;23/10/2006;1;047300;Cork          ;Irlanda    
10310;THEBI;8;20/09/2006;18/10/2006;27/09/2006;2;017520;Portland      ;EUA        
10311;DUMON;1;20/09/2006;04/10/2006;26/09/2006;3;024690;Nantes        ;Franca     
10312;WANDK;2;23/09/2006;21/10/2006;03/10/2006;2;040260;Stuttgart     ;Alemanha   
10313;QUICK;2;24/09/2006;22/10/2006;04/10/2006;2;001960;Cunewalde     ;Alemanha   
10314;RATTC;1;25/09/2006;23/10/2006;04/10/2006;2;074160;Albuquerque   ;EUA        
10315;ISLAT;4;26/09/2006;24/10/2006;03/10/2006;2;041760;Cowes         ;Reino Unido
10316;RATTC;1;27/09/2006;25/10/2006;08/10/2006;3;150150;Albuquerque   ;EUA        
10317;LONEP;6;30/09/2006;28/10/2006;10/10/2006;1;012690;Portland      ;EUA        
10318;ISLAT;8;01/10/2006;29/10/2006;04/10/2006;2;004730;Cowes         ;Reino Unido
10319;TORTU;7;02/10/2006;30/10/2006;11/10/2006;3;064500;Mexico D.F.   ;Mexico     
10320;WARTH;5;03/10/2006;17/10/2006;18/10/2006;3;034570;Oulu          ;Finlandia  
10321;ISLAT;3;03/10/2006;31/10/2006;11/10/2006;2;003430;Cowes         ;Reino Unido
10322;PERIC;7;04/10/2006;01/11/2006;23/10/2006;3;000400;Mexico D.F.   ;Mexico     
10323;KOENE;4;07/10/2006;04/11/2006;14/10/2006;1;004880;Brandenburg   ;Alemanha   
10324;SAVEA;9;08/10/2006;05/11/2006;10/10/2006;1;214270;Boise         ;EUA        
10325;KOENE;1;09/10/2006;23/10/2006;14/10/2006;3;064860;Brandenburg   ;Alemanha   
10326;BOLID;4;10/10/2006;07/11/2006;14/10/2006;2;077920;Madrid        ;Espanha    
10327;FOLKO;2;11/10/2006;08/11/2006;14/10/2006;1;063360;Bracke        ;Suecia     
10328;FURIB;4;14/10/2006;11/11/2006;17/10/2006;3;087030;Lisboa        ;Portugal   
10329;SPLIR;4;15/10/2006;26/11/2006;23/10/2006;2;191670;Lander        ;EUA        
10330;LILAS;3;16/10/2006;13/11/2006;28/10/2006;1;012750;Barquisimeto  ;Venezuela  
10331;BONAP;9;16/10/2006;27/11/2006;21/10/2006;1;010190;Marseille     ;Franca     
10332;MEREP;3;17/10/2006;28/11/2006;21/10/2006;2;052840;Montreal      ;Canada     
10333;WARTH;5;18/10/2006;15/11/2006;25/10/2006;3;000590;Oulu          ;Finlandia  
10334;VICTE;8;21/10/2006;18/11/2006;28/10/2006;2;008560;Lyon          ;Franca     
10335;HUNGO;7;22/10/2006;19/11/2006;24/10/2006;2;042110;Cork          ;Irlanda    
10336;PRINI;7;23/10/2006;20/11/2006;25/10/2006;2;005510;Lisboa        ;Portugal   
10337;FRANK;4;24/10/2006;21/11/2006;29/10/2006;3;108260;Munchen       ;Alemanha   
10338;OLDWO;4;25/10/2006;22/11/2006;29/10/2006;3;084210;Anchorage     ;EUA        
10339;MEREP;2;28/10/2006;25/11/2006;04/11/2006;2;015660;Montreal      ;Canada     
10340;BONAP;1;29/10/2006;26/11/2006;08/11/2006;3;166310;Marseille     ;Franca     
10341;SIMOB;7;29/10/2006;26/11/2006;05/11/2006;3;026780;Kobenhavn     ;Dinamarca  
10342;FRANK;4;30/10/2006;13/11/2006;04/11/2006;2;054830;Munchen       ;Alemanha   
10343;LEHMS;4;31/10/2006;28/11/2006;06/11/2006;1;110370;Frankfurt a.M.;Alemanha   
10344;WHITC;4;01/11/2006;29/11/2006;05/11/2006;2;023290;Seattle       ;EUA        
10345;QUICK;2;04/11/2006;02/12/2006;11/11/2006;2;249060;Cunewalde     ;Alemanha   
10346;RATTC;3;05/11/2006;17/12/2006;08/11/2006;3;142080;Albuquerque   ;EUA        
10347;FAMIA;4;06/11/2006;04/12/2006;08/11/2006;3;003100;Sao Paulo     ;Brasil     
10348;WANDK;4;07/11/2006;05/12/2006;15/11/2006;2;000780;Stuttgart     ;Alemanha   
10349;SPLIR;7;08/11/2006;06/12/2006;15/11/2006;1;008630;Lander        ;EUA        
10350;LAMAI;6;11/11/2006;09/12/2006;03/12/2006;2;064190;Toulouse      ;Franca     
10351;ERNSH;1;11/11/2006;09/12/2006;20/11/2006;1;162330;Graz          ;Austria    
10352;FURIB;3;12/11/2006;26/11/2006;18/11/2006;3;001300;Lisboa        ;Portugal   
10353;PICCO;7;13/11/2006;11/12/2006;25/11/2006;3;360630;Salzburg      ;Austria    
10354;PERIC;8;14/11/2006;12/12/2006;20/11/2006;3;053800;Mexico D.F.   ;Mexico     
10355;AROUT;6;15/11/2006;13/12/2006;20/11/2006;1;041950;Colchester    ;Reino Unido
10356;WANDK;6;18/11/2006;16/12/2006;27/11/2006;2;036710;Stuttgart     ;Alemanha   
10357;LILAS;1;19/11/2006;17/12/2006;02/12/2006;3;034880;Barquisimeto  ;Venezuela  
10358;LAMAI;5;20/11/2006;18/12/2006;27/11/2006;1;019640;Toulouse      ;Franca     
10359;SEVES;5;21/11/2006;19/12/2006;26/11/2006;3;288430;London        ;Reino Unido
10360;BLONP;4;22/11/2006;20/12/2006;02/12/2006;3;131700;Strasbourg    ;Franca     
10361;QUICK;1;22/11/2006;20/12/2006;03/12/2006;2;183170;Cunewalde     ;Alemanha   
10362;BONAP;3;25/11/2006;23/12/2006;28/11/2006;1;096040;Marseille     ;Franca     
10363;DRACD;4;26/11/2006;24/12/2006;04/12/2006;3;030540;Aachen        ;Alemanha   
10364;EASTC;1;26/11/2006;07/01/2007;04/12/2006;1;071970;London        ;Reino Unido
10365;ANTON;3;27/11/2006;25/12/2006;02/12/2006;2;022000;Mexico D.F.   ;Mexico     
10366;GALED;8;28/11/2006;09/01/2007;30/12/2006;2;010140;Barcelona     ;Espanha    
10367;VAFFE;7;28/11/2006;26/12/2006;02/12/2006;3;013550;Athus         ;Dinamarca  
10368;ERNSH;2;29/11/2006;27/12/2006;02/12/2006;2;101950;Graz          ;Austria    
10369;SPLIR;8;02/12/2006;30/12/2006;09/12/2006;2;195680;Lander        ;EUA        
10370;CHOPS;6;03/12/2006;31/12/2006;27/12/2006;2;001170;Bern          ;Suica      
10371;LAMAI;1;03/12/2006;31/12/2006;24/12/2006;1;000450;Toulouse      ;Franca     
10372;QUEEN;5;04/12/2006;01/01/2007;09/12/2006;2;890780;Sao Paulo     ;Brasil     
10373;HUNGO;4;05/12/2006;02/01/2007;11/12/2006;3;124120;Cork          ;Irlanda    
10374;WOLZA;1;05/12/2006;02/01/2007;09/12/2006;3;003940;Warszawa      ;Polonia    
10375;HUNGC;3;06/12/2006;03/01/2007;09/12/2006;2;020120;Elgin         ;EUA        
10376;MEREP;1;09/12/2006;06/01/2007;13/12/2006;2;020390;Montreal      ;Canada     
10377;SEVES;1;09/12/2006;06/01/2007;13/12/2006;3;022210;London        ;Reino Unido
10378;FOLKO;5;10/12/2006;07/01/2007;19/12/2006;3;005440;Bracke        ;Suecia     
10379;QUEDE;2;11/12/2006;08/01/2007;13/12/2006;1;045030;Rio de Janeiro;Brasil     
10380;HUNGO;8;12/12/2006;09/01/2007;16/01/2007;3;035030;Cork          ;Irlanda    
10381;LILAS;3;12/12/2006;09/01/2007;13/12/2006;3;007990;Barquisimeto  ;Venezuela  
10382;ERNSH;4;13/12/2006;10/01/2007;16/12/2006;1;094770;Graz          ;Austria    
10383;AROUT;8;16/12/2006;13/01/2007;18/12/2006;3;034240;Colchester    ;Reino Unido
10384;BERGS;3;16/12/2006;13/01/2007;20/12/2006;3;168640;Lulea         ;Suecia     
10385;SPLIR;1;17/12/2006;14/01/2007;23/12/2006;2;030960;Lander        ;EUA        
10386;FAMIA;9;18/12/2006;01/01/2007;25/12/2006;3;013990;Sao Paulo     ;Brasil     
10387;SANTG;1;18/12/2006;15/01/2007;20/12/2006;2;093630;Stavern       ;Noruega    
10388;SEVES;2;19/12/2006;16/01/2007;20/12/2006;1;034860;London        ;Reino Unido
10389;BOTTM;4;20/12/2006;17/01/2007;24/12/2006;2;047420;Tsawassen     ;Canada     
10390;ERNSH;6;23/12/2006;20/01/2007;26/12/2006;1;126380;Graz          ;Austria    
10391;DRACD;3;23/12/2006;20/01/2007;31/12/2006;3;005450;Aachen        ;Alemanha   
10392;PICCO;2;24/12/2006;21/01/2007;01/01/2007;3;122460;Salzburg      ;Austria    
10393;SAVEA;1;25/12/2006;22/01/2007;03/01/2007;3;126560;Boise         ;EUA        
10394;HUNGC;1;25/12/2006;22/01/2007;03/01/2007;3;030340;Elgin         ;EUA        
10395;HILAA;6;26/12/2006;23/01/2007;03/01/2007;1;184410;San Cristobal ;Venezuela  
10396;FRANK;1;27/12/2006;10/01/2007;06/01/2007;3;135350;Munchen       ;Alemanha   
10397;PRINI;5;27/12/2006;24/01/2007;02/01/2007;1;060260;Lisboa        ;Portugal   
10398;SAVEA;2;30/12/2006;27/01/2007;09/01/2007;3;089160;Boise         ;EUA        
10399;VAFFE;8;31/12/2006;14/01/2007;08/01/2007;3;027360;Athus         ;Dinamarca  
10400;EASTC;1;01/01/2007;29/01/2007;16/01/2007;3;083930;London        ;Reino Unido
10401;RATTC;1;01/01/2007;29/01/2007;10/01/2007;1;012510;Albuquerque   ;EUA        
10402;ERNSH;8;02/01/2007;13/02/2007;10/01/2007;2;067880;Graz          ;Austria    
10403;ERNSH;4;03/01/2007;31/01/2007;09/01/2007;3;073790;Graz          ;Austria    
10404;MAGAA;2;03/01/2007;31/01/2007;08/01/2007;1;155970;Bergamo       ;Italia     
10405;LINOD;1;06/01/2007;03/02/2007;22/01/2007;1;034820;I.de Margarita;Venezuela  
10406;QUEEN;7;07/01/2007;18/02/2007;13/01/2007;1;108040;Sao Paulo     ;Brasil     
10407;OTTIK;2;07/01/2007;04/02/2007;30/01/2007;2;091480;Koln          ;Alemanha   
10408;FOLIG;8;08/01/2007;05/02/2007;14/01/2007;1;011260;Lille         ;Franca     
10409;OCEAN;3;09/01/2007;06/02/2007;14/01/2007;1;029830;Buenos Aires  ;Argentina  
10410;BOTTM;3;10/01/2007;07/02/2007;15/01/2007;3;002400;Tsawassen     ;Canada     
10411;BOTTM;9;10/01/2007;07/02/2007;21/01/2007;3;023650;Tsawassen     ;Canada     
10412;WARTH;8;13/01/2007;10/02/2007;15/01/2007;2;003770;Oulu          ;Finlandia  
10413;LAMAI;3;14/01/2007;11/02/2007;16/01/2007;2;095660;Toulouse      ;Franca     
10414;FAMIA;2;14/01/2007;11/02/2007;17/01/2007;3;021480;Sao Paulo     ;Brasil     
10415;HUNGC;3;15/01/2007;12/02/2007;24/01/2007;1;020000;Elgin         ;EUA        
10416;WARTH;8;16/01/2007;13/02/2007;27/01/2007;3;022720;Oulu          ;Finlandia  
10417;SIMOB;4;16/01/2007;13/02/2007;28/01/2007;3;070290;Kobenhavn     ;Dinamarca  
10418;QUICK;4;17/01/2007;14/02/2007;24/01/2007;1;017550;Cunewalde     ;Alemanha   
10419;RICSU;4;20/01/2007;17/02/2007;30/01/2007;2;137350;Geneve        ;Suica      
10420;WELLI;3;21/01/2007;18/02/2007;27/01/2007;1;044120;Resende       ;Brasil     
10421;QUEDE;8;21/01/2007;04/03/2007;27/01/2007;1;099230;Rio de Janeiro;Brasil     
10422;FRANS;2;22/01/2007;19/02/2007;31/01/2007;1;003020;Torino        ;Italia     
10423;GOURL;6;23/01/2007;06/02/2007;24/02/2007;3;024500;Campinas      ;Brasil     
10424;MEREP;7;23/01/2007;20/02/2007;27/01/2007;2;370610;Montreal      ;Canada     
10425;LAMAI;6;24/01/2007;21/02/2007;14/02/2007;2;007930;Toulouse      ;Franca     
10426;GALED;4;27/01/2007;24/02/2007;06/02/2007;1;018690;Barcelona     ;Espanha    
10427;PICCO;4;27/01/2007;24/02/2007;03/03/2007;2;031290;Salzburg      ;Austria    
10428;REGGC;7;28/01/2007;25/02/2007;04/02/2007;1;011090;Reggio Emilia ;Italia     
10429;HUNGO;3;29/01/2007;12/03/2007;07/02/2007;2;056630;Cork          ;Irlanda    
10430;ERNSH;4;30/01/2007;13/02/2007;03/02/2007;1;458780;Graz          ;Austria    
10431;BOTTM;4;30/01/2007;13/02/2007;07/02/2007;2;044170;Tsawassen     ;Canada     
10432;SPLIR;3;31/01/2007;14/02/2007;07/02/2007;2;004340;Lander        ;EUA        
10433;PRINI;3;03/02/2007;03/03/2007;04/03/2007;3;073830;Lisboa        ;Portugal   
10434;FOLKO;3;03/02/2007;03/03/2007;13/02/2007;2;017920;Br�cke        ;Suecia     
10435;CONSH;8;04/02/2007;18/03/2007;07/02/2007;2;009210;London        ;Reino Unido
10436;BLONP;3;05/02/2007;05/03/2007;11/02/2007;2;156660;Strasbourg    ;Franca     
10437;WARTH;8;05/02/2007;05/03/2007;12/02/2007;1;020070;Oulu          ;Finlandia  
10438;TOMSP;3;06/02/2007;06/03/2007;14/02/2007;2;008240;Munster       ;Alemanha   
10439;MEREP;6;07/02/2007;07/03/2007;10/02/2007;3;004070;Montreal      ;Canada     
10440;SAVEA;4;10/02/2007;10/03/2007;28/02/2007;2;086530;Boise         ;EUA        
10441;OLDWO;3;10/02/2007;24/03/2007;14/03/2007;2;073020;Anchorage     ;EUA        
10442;ERNSH;3;11/02/2007;11/03/2007;18/02/2007;2;047940;Graz          ;Austria    
10443;REGGC;8;12/02/2007;12/03/2007;14/02/2007;1;013950;Reggio Emilia ;Italia     
10444;BERGS;3;12/02/2007;12/03/2007;21/02/2007;3;003500;Lulea         ;Suecia     
10445;BERGS;3;13/02/2007;13/03/2007;20/02/2007;1;009300;Lulea         ;Suecia     
10446;TOMSP;6;14/02/2007;14/03/2007;19/02/2007;1;014680;Munster       ;Alemanha   
10447;RICAR;4;14/02/2007;14/03/2007;07/03/2007;2;068660;Rio de Janeiro;Brasil     
10448;RANCH;4;17/02/2007;17/03/2007;24/02/2007;2;038820;Buenos Aires  ;Argentina  
10449;BLONP;3;18/02/2007;18/03/2007;27/02/2007;2;053300;Strasbourg    ;Franca     
10450;VICTE;8;19/02/2007;19/03/2007;11/03/2007;2;007230;Lyon          ;Franca     
10451;QUICK;4;19/02/2007;05/03/2007;12/03/2007;3;189090;Cunewalde     ;Alemanha   
10452;SAVEA;8;20/02/2007;20/03/2007;26/02/2007;1;140260;Boise         ;EUA        
10453;AROUT;1;21/02/2007;21/03/2007;26/02/2007;2;025360;Colchester    ;Reino Unido
10454;LAMAI;4;21/02/2007;21/03/2007;25/02/2007;3;002740;Toulouse      ;Franca     
10455;WARTH;8;24/02/2007;07/04/2007;03/03/2007;2;180450;Oulu          ;Finlandia  
10456;KOENE;8;25/02/2007;08/04/2007;28/02/2007;2;008120;Brandenburg   ;Alemanha   
10457;KOENE;2;25/02/2007;25/03/2007;03/03/2007;1;011570;Brandenburg   ;Alemanha   
10458;SUPRD;7;26/02/2007;26/03/2007;04/03/2007;3;147060;Charleroi     ;Belgica    
10459;VICTE;4;27/02/2007;27/03/2007;28/02/2007;2;025090;Lyon          ;Franca     
10460;FOLKO;8;28/02/2007;28/03/2007;03/03/2007;1;016270;Br�cke        ;Suecia     
10461;LILAS;1;28/02/2007;28/03/2007;05/03/2007;3;148610;Barquisimeto  ;Venezuela  
10462;CONSH;2;03/03/2007;31/03/2007;18/03/2007;1;006170;London        ;Reino Unido
10463;SUPRD;5;04/03/2007;01/04/2007;06/03/2007;3;014780;Charleroi     ;Belgica    
10464;FURIB;4;04/03/2007;01/04/2007;14/03/2007;2;089000;Lisboa        ;Portugal   
10465;VAFFE;1;05/03/2007;02/04/2007;14/03/2007;3;145040;Athus         ;Dinamarca  
10466;COMMI;4;06/03/2007;03/04/2007;13/03/2007;1;011930;Sao Paulo     ;Brasil     
10467;MAGAA;8;06/03/2007;03/04/2007;11/03/2007;2;004930;Bergamo       ;Italia     
10468;KOENE;3;07/03/2007;04/04/2007;12/03/2007;3;044120;Brandenburg   ;Alemanha   
10469;WHITC;1;10/03/2007;07/04/2007;14/03/2007;1;060180;Seattle       ;EUA        
10470;BONAP;4;11/03/2007;08/04/2007;14/03/2007;2;064560;Marseille     ;Franca     
10471;BSBEV;2;11/03/2007;08/04/2007;18/03/2007;3;045590;London        ;Reino Unido
10472;SEVES;8;12/03/2007;09/04/2007;19/03/2007;1;004200;London        ;Reino Unido
10473;ISLAT;1;13/03/2007;27/03/2007;21/03/2007;3;016307;Cowes         ;Reino Unido
10474;PERIC;5;13/03/2007;10/04/2007;21/03/2007;2;083409;Mexico D.F.   ;Mexico     
10475;SUPRD;9;14/03/2007;11/04/2007;04/04/2007;1;068520;Charleroi     ;Belgica    
10476;HILAA;8;17/03/2007;14/04/2007;24/03/2007;3;004410;San Crist�bal ;Venezuela  
10477;PRINI;5;17/03/2007;14/04/2007;25/03/2007;2;013020;Lisboa        ;Portugal   
10478;VICTE;2;18/03/2007;01/04/2007;26/03/2007;3;004810;Lyon          ;Franca     
10479;RATTC;3;19/03/2007;16/04/2007;21/03/2007;3;708950;Albuquerque   ;EUA        
10480;FOLIG;6;20/03/2007;17/04/2007;24/03/2007;2;001350;Lille         ;Franca     
10481;RICAR;8;20/03/2007;17/04/2007;25/03/2007;2;064330;Rio de Janeiro;Brasil     
10482;LAZYK;1;21/03/2007;18/04/2007;10/04/2007;3;007480;Walla Walla   ;EUA        
10483;WHITC;7;24/03/2007;21/04/2007;25/04/2007;2;015280;Seattle       ;EUA        
10484;BSBEV;3;24/03/2007;21/04/2007;01/04/2007;3;006880;London        ;Reino Unido
10485;LINOD;4;25/03/2007;08/04/2007;31/03/2007;2;064450;I.de Margarita;Venezuela  
10486;HILAA;1;26/03/2007;23/04/2007;02/04/2007;2;030530;San Crist�bal ;Venezuela  
10487;QUEEN;2;26/03/2007;23/04/2007;28/03/2007;2;071070;Sao Paulo     ;Brasil     
10488;FRANK;8;27/03/2007;24/04/2007;02/04/2007;2;004930;Munchen       ;Alemanha    
10489;PICCO;6;28/03/2007;25/04/2007;09/04/2007;2;005290;Salzburg      ;Austria    
10490;HILAA;7;31/03/2007;28/04/2007;03/04/2007;2;210190;San Crist�bal ;Venezuela  
10491;FURIB;8;31/03/2007;28/04/2007;08/04/2007;3;016960;Lisboa        ;Portugal   
10492;BOTTM;3;01/04/2007;29/04/2007;11/04/2007;1;062890;Tsawassen     ;Canada     
10493;LAMAI;4;02/04/2007;30/04/2007;10/04/2007;3;010640;Toulouse      ;Franca     
10494;COMMI;4;02/04/2007;30/04/2007;09/04/2007;2;065990;Sao Paulo     ;Brasil     
10495;LAUGB;3;03/04/2007;01/05/2007;11/04/2007;3;004650;Vancouver     ;Canada     
10496;TRADH;7;04/04/2007;02/05/2007;07/04/2007;2;046770;Sao Paulo     ;Brasil     
10497;LEHMS;7;04/04/2007;02/05/2007;07/04/2007;1;036210;Frankfurt a.M.;Alemanha   
10498;HILAA;8;07/04/2007;05/05/2007;11/04/2007;2;029750;San Crist�bal ;Venezuela  
10499;LILAS;4;08/04/2007;06/05/2007;16/04/2007;2;102020;Barquisimeto  ;Venezuela  
10500;LAMAI;6;09/04/2007;07/05/2007;17/04/2007;1;042680;Toulouse      ;Franca     
10501;BLAUS;9;09/04/2007;07/05/2007;16/04/2007;3;008850;Mannheim      ;Alemanha   
10502;PERIC;2;10/04/2007;08/05/2007;29/04/2007;1;069320;Mexico D.F.   ;Mexico     
10503;HUNGO;6;11/04/2007;09/05/2007;16/04/2007;2;016740;Cork          ;Irlanda    
10504;WHITC;4;11/04/2007;09/05/2007;18/04/2007;3;059130;Seattle       ;EUA        
10505;MEREP;3;14/04/2007;12/05/2007;21/04/2007;3;007130;Montreal      ;Canada     
10506;KOENE;9;15/04/2007;13/05/2007;02/05/2007;2;021190;Brandenburg   ;Alemanha   
10507;ANTON;7;15/04/2007;13/05/2007;22/04/2007;1;047450;Mexico D.F.   ;Mexico     
10508;OTTIK;1;16/04/2007;14/05/2007;13/05/2007;2;004990;K�ln          ;Alemanha   
10509;BLAUS;4;17/04/2007;15/05/2007;29/04/2007;1;000150;Mannheim      ;Alemanha   
10510;SAVEA;6;18/04/2007;16/05/2007;28/04/2007;3;367630;Boise         ;EUA        
10511;BONAP;4;18/04/2007;16/05/2007;21/04/2007;3;350640;Marseille     ;Franca     
10512;FAMIA;7;21/04/2007;19/05/2007;24/04/2007;2;003530;Sao Paulo     ;Brasil     
10513;WANDK;7;22/04/2007;03/06/2007;28/04/2007;1;105650;Stuttgart     ;Alemanha   
10514;ERNSH;3;22/04/2007;20/05/2007;16/05/2007;2;789950;Graz          ;Austria    
10515;QUICK;2;23/04/2007;07/05/2007;23/05/2007;1;204470;Cunewalde     ;Alemanha   
10516;HUNGO;2;24/04/2007;22/05/2007;01/05/2007;3;062780;Cork          ;Irlanda    
10517;NORTS;3;24/04/2007;22/05/2007;29/04/2007;3;032070;London        ;Reino Unido
10518;TORTU;4;25/04/2007;09/05/2007;05/05/2007;2;218150;Mexico D.F.   ;Mexico     
10519;CHOPS;6;28/04/2007;26/05/2007;01/05/2007;3;091760;Bern          ;Suica      
10520;SANTG;7;29/04/2007;27/05/2007;01/05/2007;1;013370;Stavern       ;Noruega    
10521;CACTU;8;29/04/2007;27/05/2007;02/05/2007;2;017220;Buenos Aires  ;Argentina  
10522;LEHMS;4;30/04/2007;28/05/2007;06/05/2007;1;045330;Frankfurt a.M.;Alemanha   
10523;SEVES;7;01/05/2007;29/05/2007;30/05/2007;2;077630;London        ;Reino Unido
10524;BERGS;1;01/05/2007;29/05/2007;07/05/2007;2;244790;Lulea         ;Suecia     
10525;BONAP;1;02/05/2007;30/05/2007;23/05/2007;2;011060;Marseille     ;Franca     
10526;WARTH;4;05/05/2007;02/06/2007;15/05/2007;2;058590;Oulu          ;Finlandia  
